Time of Receipt (s),Time of Transmission (s),Time of Data (s),Day of Year,Year,Packet Type,Number of Data Elements,Packet Source,Unique ID Number,Message Type,Version,NAVSSI Status,INS Status,GPS 1 Status,GPS 2 Status,North RMS Error (ft),East RMS Error (ft),Vertical Position RMS Error (ft),Radial Error Estimate (ft),North Velocity RMS Error (ft/s),East Velocity RMS Error (ft/s), Down Velocity RMS Error (ft/s),Roll RMS Error (degrees),Pitch RMS Error (degrees),Heading RMS Error (degrees),Time of Gyro Reset (s),Latitude (degrees),Longitude (degrees),Vertical Position (ft),Velocity North (kn),Velocity East (kn),Velocity Down (kn),Acceleration North (ft/s^2),Acceleration East (ft/s^2),Acceleration Down (ft/s^2),Integral of Velocity North (ft),Integral of Velocity East (ft),Course (degrees),Speed Through The Water (kn),Calibration for Speed Log (kn),Depth Below Keel (ft),Ocean Current North (kn), Ocean Current East(kn),Roll (degrees),Pitch (degrees),Heading (degrees),Roll Rate (degrees/s),Pitch Rate (degrees/s),Heading Rate (degrees/s),Roll Acceleration (degrees/s^2),Pitch Acceleration (degrees/s^2),Heading Acceleration (degrees/s^2),OSD_Status,Own Ship Distance (NM),Athwartships Speed (kn),Vertical Speed (kn),True Wind Status,True Wind Speed (kn),True Wind Direction (degrees),True Wind Sensor,Apparent Wind Status,Apparent Wind Speed (kn),Apparent Wind Direction (degrees),Apparent Wind Sensor,MV Status,Magnetic Variation (radians),Checksum
1537212203.6861,69803.7009441,69803.7009441,260,2018,2,55,1,66,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254,0.00036,0,10.0799999237,3,0,0,0,0,0,0,16.5499992371,10.5200004578,0,0,0,0,0,0,16.5499992371,0,0,0.3199999928,0,0,0,0,0,0,0,0,0,0,0,0,10.5200004578,0,0,0,0,260404163
1537212204.7001,69804.7149459,69804.7149459,260,2018,2,55,1,67,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258,0.00037,0,10.1599998474,3.0699999332,0,0,0,0,0,0,16.8199996948,10.6099996567,0,0,0,0,0,0,16.8199996948,0,0,0.3199999928,0,0,0,0,0,0,0,0,0,0,0,0,10.6099996567,0,0,0,0,78837079
1537212204.7001,69804.7149459,69804.7149459,260,2018,2,55,1,67,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258,0.00037,0,10.1599998474,3.0699999332,0,0,0,0,0,0,16.8199996948,10.6099996567,0,0,0,0,0,0,16.8199996948,0,0,0.3199999928,0,0,0,0,0,0,0,0,0,0,0,0,10.6099996567,0,0,0,0,78837079
1537212205.6985,69805.7133476,69805.7133476,260,2018,2,55,1,68,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00262,0.00039,0,10.2299995422,3.1400001049,0,0,0,0,0,0,17.0900001526,10.6999998093,0,0,0,0,0,0,17.0900001526,0,0,0.3199999928,0,0,0,0,0,0,0,0,0,0,0,0,10.6999998093,0,0,0,0,643582241
1537212205.6985,69805.7133476,69805.7133476,260,2018,2,55,1,68,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00262,0.00039,0,10.2299995422,3.1400001049,0,0,0,0,0,0,17.0900001526,10.6999998093,0,0,0,0,0,0,17.0900001526,0,0,0.3199999928,0,0,0,0,0,0,0,0,0,0,0,0,10.6999998093,0,0,0,0,643582241
1537212206.6968,69806.7117494,69806.7117494,260,2018,2,55,1,69,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267,0.0004,0,10.3000001907,3.2200000286,0,0,0,0,0,0,17.3600006104,10.7899999619,0,0,0,0,0,0,17.3600006104,0,0,0.3199999928,0,0,0,0,0,0,0,0,0,0,0,0,10.7899999619,0,0,0,0,1363651524
1537212206.6969,69806.7117494,69806.7117494,260,2018,2,55,1,69,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267,0.0004,0,10.3000001907,3.2200000286,0,0,0,0,0,0,17.3600006104,10.7899999619,0,0,0,0,0,0,17.3600006104,0,0,0.3199999928,0,0,0,0,0,0,0,0,0,0,0,0,10.7899999619,0,0,0,0,1363651524
1537212207.6953,69807.7101511,69807.7101511,260,2018,2,55,1,70,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271,0.00041,0,10.3699998856,3.2999999523,0,0,0,0,0,0,17.6299991608,10.8800001144,0,0,0,0,0,0,17.6299991608,0,0,0.3300000131,0,0,0,0,0,0,0,0,0,0,0,0,10.8800001144,0,0,0,0,3333357323
1537212207.6953,69807.7101511,69807.7101511,260,2018,2,55,1,70,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271,0.00041,0,10.3699998856,3.2999999523,0,0,0,0,0,0,17.6299991608,10.8800001144,0,0,0,0,0,0,17.6299991608,0,0,0.3300000131,0,0,0,0,0,0,0,0,0,0,0,0,10.8800001144,0,0,0,0,3333357323
1537212208.6937,69808.7085529,69808.7085529,260,2018,2,55,1,71,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275,0.00043,0,10.4399995804,3.3699998856,0,0,0,0,0,0,17.8999996185,10.970000267,0,0,0,0,0,0,17.8999996185,0,0,0.3300000131,0,0,0,0,0,0,0,0,0,0,0,0,10.970000267,0,0,0,0,3898116226
1537212208.6937,69808.7085529,69808.7085529,260,2018,2,55,1,71,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275,0.00043,0,10.4399995804,3.3699998856,0,0,0,0,0,0,17.8999996185,10.970000267,0,0,0,0,0,0,17.8999996185,0,0,0.3300000131,0,0,0,0,0,0,0,0,0,0,0,0,10.970000267,0,0,0,0,3898116226
1537212209.6921,69809.7069546,69809.7069546,260,2018,2,55,1,72,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0.00044,0,10.5200004578,3.4600000381,0,0,0,0,0,0,18.2000007629,11.0699996948,0,0,0,0,0,0,18.2000007629,0,0,0.3300000131,0,0,0,0,0,0,0,0,0,0,0,0,11.0699996948,0,0,0,0,323309327
1537212209.6921,69809.7069546,69809.7069546,260,2018,2,55,1,72,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0.00044,0,10.5200004578,3.4600000381,0,0,0,0,0,0,18.2000007629,11.0699996948,0,0,0,0,0,0,18.2000007629,0,0,0.3300000131,0,0,0,0,0,0,0,0,0,0,0,0,11.0699996948,0,0,0,0,323309327
1537212210.6905,69810.7053564,69810.7053564,260,2018,2,55,1,73,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285,0.00046,0,10.5900001526,3.5399999619,0,0,0,0,0,0,18.4699993134,11.1599998474,0,0,0,0,0,0,18.4699993134,0,0,0.3300000131,0,0,0,0,0,0,0,0,0,0,0,0,11.1599998474,0,0,0,0,3933762748
1537212210.6905,69810.7053564,69810.7053564,260,2018,2,55,1,73,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285,0.00046,0,10.5900001526,3.5399999619,0,0,0,0,0,0,18.4699993134,11.1599998474,0,0,0,0,0,0,18.4699993134,0,0,0.3300000131,0,0,0,0,0,0,0,0,0,0,0,0,11.1599998474,0,0,0,0,3933762748
1537212211.6889,69811.7037581,69811.7037581,260,2018,2,55,1,74,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289,0.00047,0,10.6499996185,3.6099998951,0,0,0,0,0,0,18.7399997711,11.25,0,0,0,0,0,0,18.7399997711,0,0,0.3400000036,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0,0,1608448824
1537212211.689,69811.7037581,69811.7037581,260,2018,2,55,1,74,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289,0.00047,0,10.6499996185,3.6099998951,0,0,0,0,0,0,18.7399997711,11.25,0,0,0,0,0,0,18.7399997711,0,0,0.3400000036,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0,0,1608448824
1537212212.6874,69812.7021599,69812.7021599,260,2018,2,55,1,75,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294,0.00049,0,10.720000267,3.6900000572,0,0,0,0,0,0,19.0100002289,11.3400001526,0,0,0,0,0,0,19.0100002289,0,0,0.3400000036,0,0,0,0,0,0,0,0,0,0,0,0,11.3400001526,0,0,0,0,977532453
1537212212.6874,69812.7021599,69812.7021599,260,2018,2,55,1,75,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294,0.00049,0,10.720000267,3.6900000572,0,0,0,0,0,0,19.0100002289,11.3400001526,0,0,0,0,0,0,19.0100002289,0,0,0.3400000036,0,0,0,0,0,0,0,0,0,0,0,0,11.3400001526,0,0,0,0,977532453
1537212213.6857,69813.7005616,69813.7005616,260,2018,2,55,1,76,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298,0.0005,0,10.7899999619,3.7699999809,0,0,0,0,0,0,19.2800006866,11.4300003052,0,0,0,0,0,0,19.2800006866,0,0,0.3400000036,0,0,0,0,0,0,0,0,0,0,0,0,11.4300003052,0,0,0,0,3649194287
1537212213.6857,69813.7005616,69813.7005616,260,2018,2,55,1,76,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298,0.0005,0,10.7899999619,3.7699999809,0,0,0,0,0,0,19.2800006866,11.4300003052,0,0,0,0,0,0,19.2800006866,0,0,0.3400000036,0,0,0,0,0,0,0,0,0,0,0,0,11.4300003052,0,0,0,0,3649194287
1537212214.6997,69814.7145634,69814.7145634,260,2018,2,55,1,77,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303,0.00052,0,10.8599996567,3.8499999046,0,0,0,0,0,0,19.5499992371,11.5200004578,0,0,0,0,0,0,19.5499992371,0,0,0.349999994,0,0,0,0,0,0,0,0,0,0,0,0,11.5200004578,0,0,0,0,2218679488
1537212214.6997,69814.7145634,69814.7145634,260,2018,2,55,1,77,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303,0.00052,0,10.8599996567,3.8499999046,0,0,0,0,0,0,19.5499992371,11.5200004578,0,0,0,0,0,0,19.5499992371,0,0,0.349999994,0,0,0,0,0,0,0,0,0,0,0,0,11.5200004578,0,0,0,0,2218679488
1537212215.6981,69815.7129652,69815.7129652,260,2018,2,55,1,78,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308,0.00054,0,10.9300003052,3.9500000477,0,0,0,0,0,0,19.8500003815,11.6199998856,0,0,0,0,0,0,19.8500003815,0,0,0.349999994,0,0,0,0,0,0,0,0,0,0,0,0,11.6199998856,0,0,0,0,2938885088
1537212215.6981,69815.7129652,69815.7129652,260,2018,2,55,1,78,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308,0.00054,0,10.9300003052,3.9500000477,0,0,0,0,0,0,19.8500003815,11.6199998856,0,0,0,0,0,0,19.8500003815,0,0,0.349999994,0,0,0,0,0,0,0,0,0,0,0,0,11.6199998856,0,0,0,0,2938885088
1537212216.6965,69816.7113669,69816.7113669,260,2018,2,55,1,79,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312,0.00055,0,10.9899997711,4.0399999619,0,0,0,0,0,0,20.1599998474,11.7100000381,0,0,0,0,0,0,20.1599998474,0,0,0.349999994,0,0,0,0,0,0,0,0,0,0,0,0,11.7100000381,0,0,0,0,1315569139
1537212216.6966,69816.7113669,69816.7113669,260,2018,2,55,1,79,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312,0.00055,0,10.9899997711,4.0399999619,0,0,0,0,0,0,20.1599998474,11.7100000381,0,0,0,0,0,0,20.1599998474,0,0,0.349999994,0,0,0,0,0,0,0,0,0,0,0,0,11.7100000381,0,0,0,0,1315569139
1537212217.6949,69817.7097687,69817.7097687,260,2018,2,55,1,80,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317,0.00057,0,11.0500001907,4.1399998665,0,0,0,0,0,0,20.5200004578,11.8000001907,0,0,0,0,0,0,20.5200004578,0,0,0.349999994,0,0,0,0,0,0,0,0,0,0,0,0,11.8000001907,0,0,0,0,2035596477
1537212217.6949,69817.7097687,69817.7097687,260,2018,2,55,1,80,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317,0.00057,0,11.0500001907,4.1399998665,0,0,0,0,0,0,20.5200004578,11.8000001907,0,0,0,0,0,0,20.5200004578,0,0,0.349999994,0,0,0,0,0,0,0,0,0,0,0,0,11.8000001907,0,0,0,0,2035596477
1537212218.6933,69818.7081704,69818.7081704,260,2018,2,55,1,81,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321,0.00059,0,11.1099996567,4.2399997711,0,0,0,0,0,0,20.8799991608,11.8900003433,0,0,0,0,0,0,20.8799991608,0,0,0.3600000143,0,0,0,0,0,0,0,0,0,0,0,0,11.8900003433,0,0,0,0,4005260336
1537212218.6933,69818.7081704,69818.7081704,260,2018,2,55,1,81,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321,0.00059,0,11.1099996567,4.2399997711,0,0,0,0,0,0,20.8799991608,11.8900003433,0,0,0,0,0,0,20.8799991608,0,0,0.3600000143,0,0,0,0,0,0,0,0,0,0,0,0,11.8900003433,0,0,0,0,4005260336
1537212219.6917,69819.7065722,69819.7065722,260,2018,2,55,1,82,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326,0.00061,0,11.1700000763,4.3400001526,0,0,0,0,0,0,21.2399997711,11.9799995422,0,0,0,0,0,0,21.2399997711,0,0,0.3600000143,0,0,0,0,0,0,0,0,0,0,0,0,11.9799995422,0,0,0,0,430320378
1537212219.6917,69819.7065722,69819.7065722,260,2018,2,55,1,82,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326,0.00061,0,11.1700000763,4.3400001526,0,0,0,0,0,0,21.2399997711,11.9799995422,0,0,0,0,0,0,21.2399997711,0,0,0.3600000143,0,0,0,0,0,0,0,0,0,0,0,0,11.9799995422,0,0,0,0,430320378
1537212220.6901,69820.7049739,69820.7049739,260,2018,2,55,1,83,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331,0.00063,0,11.220000267,4.4400000572,0,0,0,0,0,0,21.6000003815,12.0699996948,0,0,0,0,0,0,21.6000003815,0,0,0.3600000143,0,0,0,0,0,0,0,0,0,0,0,0,12.0699996948,0,0,0,0,1150323487
1537212220.6901,69820.7049739,69820.7049739,260,2018,2,55,1,83,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331,0.00063,0,11.220000267,4.4400000572,0,0,0,0,0,0,21.6000003815,12.0699996948,0,0,0,0,0,0,21.6000003815,0,0,0.3600000143,0,0,0,0,0,0,0,0,0,0,0,0,12.0699996948,0,0,0,0,1150323487
1537212221.6885,69821.7033757,69821.7033757,260,2018,2,55,1,84,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336,0.00064,0,11.279999733,4.5500001907,0,0,0,0,0,0,21.9599990845,12.1599998474,0,0,0,0,0,0,21.9599990845,0,0,0.3600000143,0,0,0,0,0,0,0,0,0,0,0,0,12.1599998474,0,0,0,0,2572663376
1537212221.6885,69821.7033757,69821.7033757,260,2018,2,55,1,84,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336,0.00064,0,11.279999733,4.5500001907,0,0,0,0,0,0,21.9599990845,12.1599998474,0,0,0,0,0,0,21.9599990845,0,0,0.3600000143,0,0,0,0,0,0,0,0,0,0,0,0,12.1599998474,0,0,0,0,2572663376
1537212222.6869,69822.7017774,69822.7017774,260,2018,2,55,1,85,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341,0.00067,0,11.3400001526,4.6599998474,0,0,0,0,0,0,22.3600006104,12.2600002289,0,0,0,0,0,0,22.3600006104,0,0,0.3700000048,0,0,0,0,0,0,0,0,0,0,0,0,12.2600002289,0,0,0,0,2590804824
1537212222.687,69822.7017774,69822.7017774,260,2018,2,55,1,85,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341,0.00067,0,11.3400001526,4.6599998474,0,0,0,0,0,0,22.3600006104,12.2600002289,0,0,0,0,0,0,22.3600006104,0,0,0.3700000048,0,0,0,0,0,0,0,0,0,0,0,0,12.2600002289,0,0,0,0,2590804824
1537212223.6853,69823.7001792,69823.7001792,260,2018,2,55,1,86,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346,0.00069,0,11.3900003433,4.7699999809,0,0,0,0,0,0,22.7199993134,12.3500003815,0,0,0,0,0,0,22.7199993134,0,0,0.3700000048,0,0,0,0,0,0,0,0,0,0,0,0,12.3500003815,0,0,0,0,3310842647
1537212223.6853,69823.7001792,69823.7001792,260,2018,2,55,1,86,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346,0.00069,0,11.3900003433,4.7699999809,0,0,0,0,0,0,22.7199993134,12.3500003815,0,0,0,0,0,0,22.7199993134,0,0,0.3700000048,0,0,0,0,0,0,0,0,0,0,0,0,12.3500003815,0,0,0,0,3310842647
1537212224.6995,69824.714181,69824.714181,260,2018,2,55,1,87,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0.00071,0,11.4399995804,4.8800001144,0,0,0,0,0,0,23.0799999237,12.4399995804,0,0,0,0,0,0,23.0799999237,0,0,0.3700000048,0,0,0,0,0,0,0,0,0,0,0,0,12.4399995804,0,0,0,0,3129275569
1537212224.6995,69824.714181,69824.714181,260,2018,2,55,1,87,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0.00071,0,11.4399995804,4.8800001144,0,0,0,0,0,0,23.0799999237,12.4399995804,0,0,0,0,0,0,23.0799999237,0,0,0.3700000048,0,0,0,0,0,0,0,0,0,0,0,0,12.4399995804,0,0,0,0,3129275569
1537212225.6855,69825.7004357,69825.7004357,260,2018,2,55,1,88,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355,0.00073,0,11.5,4.9800000191,0,0,0,0,0,0,23.4400005341,12.529999733,0,0,0,0,0,0,23.4400005341,0,0,0.3799999952,0,0,0,0,0,0,0,0,0,0,0,0,12.529999733,0,0,0,0,2180153740
1537212225.6856,69825.7004357,69825.7004357,260,2018,2,55,1,88,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355,0.00073,0,11.5,4.9800000191,0,0,0,0,0,0,23.4400005341,12.529999733,0,0,0,0,0,0,23.4400005341,0,0,0.3799999952,0,0,0,0,0,0,0,0,0,0,0,0,12.529999733,0,0,0,0,2180153740
1537212226.6856,69826.7004929,69826.7004929,260,2018,2,55,1,89,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036,0.00075,0,11.5500001907,5.0900001526,0,0,0,0,0,0,23.7999992371,12.6199998856,0,0,0,0,0,0,23.7999992371,0,0,0.3799999952,0,0,0,0,0,0,0,0,0,0,0,0,12.6199998856,0,0,0,0,3127708007
1537212226.6856,69826.7004929,69826.7004929,260,2018,2,55,1,89,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036,0.00075,0,11.5500001907,5.0900001526,0,0,0,0,0,0,23.7999992371,12.6199998856,0,0,0,0,0,0,23.7999992371,0,0,0.3799999952,0,0,0,0,0,0,0,0,0,0,0,0,12.6199998856,0,0,0,0,3127708007
1537212227.6856,69827.7005501,69827.7005501,260,2018,2,55,1,90,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365,0.00077,0,11.6000003815,5.1999998093,0,0,0,0,0,0,24.1599998474,12.7100000381,0,0,0,0,0,0,24.1599998474,0,0,0.3799999952,0,0,0,0,0,0,0,0,0,0,0,0,12.7100000381,0,0,0,0,4075262275
1537212227.6857,69827.7005501,69827.7005501,260,2018,2,55,1,90,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365,0.00077,0,11.6000003815,5.1999998093,0,0,0,0,0,0,24.1599998474,12.7100000381,0,0,0,0,0,0,24.1599998474,0,0,0.3799999952,0,0,0,0,0,0,0,0,0,0,0,0,12.7100000381,0,0,0,0,4075262275
1537212228.6944,69828.7031979,69828.7031979,260,2018,2,55,1,91,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0.00079,0,11.6499996185,5.3200001717,0,0,0,0,0,0,24.5599994659,12.8100004196,0,0,0,0,0,0,24.5599994659,0,0,0.3799999952,0,0,0,0,0,0,0,0,0,0,0,0,12.8100004196,0,0,0,0,1083982489
1537212228.6944,69828.7031979,69828.7031979,260,2018,2,55,1,91,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0.00079,0,11.6499996185,5.3200001717,0,0,0,0,0,0,24.5599994659,12.8100004196,0,0,0,0,0,0,24.5599994659,0,0,0.3799999952,0,0,0,0,0,0,0,0,0,0,0,0,12.8100004196,0,0,0,0,1083982489
1537212229.6867,69829.7015997,69829.7015997,260,2018,2,55,1,92,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00375,0.00081,0,11.6999998093,5.4400000572,0,0,0,0,0,0,24.9200000763,12.8999996185,0,0,0,0,0,0,24.9200000763,0,0,0.3899999857,0,0,0,0,0,0,0,0,0,0,0,0,12.8999996185,0,0,0,0,1804376825
1537212229.6867,69829.7015997,69829.7015997,260,2018,2,55,1,92,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00375,0.00081,0,11.6999998093,5.4400000572,0,0,0,0,0,0,24.9200000763,12.8999996185,0,0,0,0,0,0,24.9200000763,0,0,0.3899999857,0,0,0,0,0,0,0,0,0,0,0,0,12.8999996185,0,0,0,0,1804376825
1537212230.6861,69830.7010058,69830.7010058,260,2018,2,55,1,93,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.00084,0,11.75,5.5500001907,0,0,0,0,0,0,25.2800006866,12.9899997711,0,0,0,0,0,0,25.2800006866,0,0,0.3899999857,0,0,0,0,0,0,0,0,0,0,0,0,12.9899997711,0,0,0,0,1960153017
1537212230.6861,69830.7010058,69830.7010058,260,2018,2,55,1,93,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.00084,0,11.75,5.5500001907,0,0,0,0,0,0,25.2800006866,12.9899997711,0,0,0,0,0,0,25.2800006866,0,0,0.3899999857,0,0,0,0,0,0,0,0,0,0,0,0,12.9899997711,0,0,0,0,1960153017
1537212231.6881,69831.7030199,69831.7030199,260,2018,2,55,1,94,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385,0.00086,0,11.7899999619,5.6599998474,0,0,0,0,0,0,25.6399993896,13.0799999237,0,0,0,0,0,0,25.6399993896,0,0,0.3899999857,0,0,0,0,0,0,0,0,0,0,0,0,13.0799999237,0,0,0,0,3176651085
1537212231.6882,69831.7030199,69831.7030199,260,2018,2,55,1,94,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385,0.00086,0,11.7899999619,5.6599998474,0,0,0,0,0,0,25.6399993896,13.0799999237,0,0,0,0,0,0,25.6399993896,0,0,0.3899999857,0,0,0,0,0,0,0,0,0,0,0,0,13.0799999237,0,0,0,0,3176651085
1537212232.6865,69832.7014216,69832.7014216,260,2018,2,55,1,95,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0.00088,0,11.8400001526,5.7699999809,0,0,0,0,0,0,26,13.1700000763,0,0,0,0,0,0,26,0,0,0.3899999857,0,0,0,0,0,0,0,0,0,0,0,0,13.1700000763,0,0,0,0,3896675166
1537212232.6866,69832.7014216,69832.7014216,260,2018,2,55,1,95,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0.00088,0,11.8400001526,5.7699999809,0,0,0,0,0,0,26,13.1700000763,0,0,0,0,0,0,26,0,0,0.3899999857,0,0,0,0,0,0,0,0,0,0,0,0,13.1700000763,0,0,0,0,3896675166
1537212233.7005,69833.7154234,69833.7154234,260,2018,2,55,1,96,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395,0.00091,0,11.8800001144,5.8899998665,0,0,0,0,0,0,26.3600006104,13.2600002289,0,0,0,0,0,0,26.3600006104,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,13.2600002289,0,0,0,0,1543933754
1537212233.7006,69833.7154234,69833.7154234,260,2018,2,55,1,96,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395,0.00091,0,11.8800001144,5.8899998665,0,0,0,0,0,0,26.3600006104,13.2600002289,0,0,0,0,0,0,26.3600006104,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,13.2600002289,0,0,0,0,1543933754
1537212234.6861,69834.7010357,69834.7010357,260,2018,2,55,1,97,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.00094,0,11.9300003052,6.0199999809,0,0,0,0,0,0,26.7600002289,13.3599996567,0,0,0,0,0,0,26.7600002289,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,13.3599996567,0,0,0,0,779812509
1537212234.6862,69834.7010357,69834.7010357,260,2018,2,55,1,97,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.00094,0,11.9300003052,6.0199999809,0,0,0,0,0,0,26.7600002289,13.3599996567,0,0,0,0,0,0,26.7600002289,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,13.3599996567,0,0,0,0,779812509
1537212235.6862,69835.7010929,69835.7010929,260,2018,2,55,1,98,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405,0.00096,0,11.970000267,6.1300001144,0,0,0,0,0,0,27.1200008392,13.4499998093,0,0,0,0,0,0,27.1200008392,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,13.4499998093,0,0,0,0,2703159441
1537212235.6862,69835.7010929,69835.7010929,260,2018,2,55,1,98,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405,0.00096,0,11.970000267,6.1300001144,0,0,0,0,0,0,27.1200008392,13.4499998093,0,0,0,0,0,0,27.1200008392,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,13.4499998093,0,0,0,0,2703159441
1537212236.6884,69836.7033398,69836.7033398,260,2018,2,55,1,99,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.00099,0,12.0100002289,6.25,0,0,0,0,0,0,27.4799995422,13.5399999619,0,0,0,0,0,0,27.4799995422,0,0,0.4099999964,0,0,0,0,0,0,0,0,0,0,0,0,13.5399999619,0,0,0,0,2482781026
1537212236.6885,69836.7033398,69836.7033398,260,2018,2,55,1,99,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.00099,0,12.0100002289,6.25,0,0,0,0,0,0,27.4799995422,13.5399999619,0,0,0,0,0,0,27.4799995422,0,0,0.4099999964,0,0,0,0,0,0,0,0,0,0,0,0,13.5399999619,0,0,0,0,2482781026
