Time of Receipt (s),Time of Transmission (s),Time of Data (s),Day of Year,Year,Packet Type,Number of Data Elements,Packet Source,Unique ID Number,Message Type,Version,NAVSSI Status,INS Status,GPS 1 Status,GPS 2 Status,North RMS Error (ft),East RMS Error (ft),Vertical Position RMS Error (ft),Radial Error Estimate (ft),North Velocity RMS Error (ft/s),East Velocity RMS Error (ft/s), Down Velocity RMS Error (ft/s),Roll RMS Error (degrees),Pitch RMS Error (degrees),Heading RMS Error (degrees),Time of Gyro Reset (s),Latitude (degrees),Longitude (degrees),Vertical Position (ft),Velocity North (kn),Velocity East (kn),Velocity Down (kn),Acceleration North (ft/s^2),Acceleration East (ft/s^2),Acceleration Down (ft/s^2),Integral of Velocity North (ft),Integral of Velocity East (ft),Course (degrees),Speed Through The Water (kn),Calibration for Speed Log (kn),Depth Below Keel (ft),Ocean Current North (kn), Ocean Current East(kn),Roll (degrees),Pitch (degrees),Heading (degrees),Roll Rate (degrees/s),Pitch Rate (degrees/s),Heading Rate (degrees/s),Roll Acceleration (degrees/s^2),Pitch Acceleration (degrees/s^2),Heading Acceleration (degrees/s^2),OSD_Status,Own Ship Distance (NM),Athwartships Speed (kn),Vertical Speed (kn),True Wind Status,True Wind Speed (kn),True Wind Direction (degrees),True Wind Sensor,Apparent Wind Status,Apparent Wind Speed (kn),Apparent Wind Direction (degrees),Apparent Wind Sensor,MV Status,Magnetic Variation (radians),Checksum
1537212170.6949,69770.7097695,69770.7097695,260,2018,2,55,1,33,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.00009,0,7.4099998474,1.0800000429,0,0,0,0,0,0,8.3100004196,7.4899997711,0,0,0,0,0,0,8.3100004196,0,0,0.2199999988,0,0,0,0,0,0,0,0,0,0,0,0,7.4899997711,0,0,0,0,2518274721
1537212170.6949,69770.7097695,69770.7097695,260,2018,2,55,1,33,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.00009,0,7.4099998474,1.0800000429,0,0,0,0,0,0,8.3100004196,7.4899997711,0,0,0,0,0,0,8.3100004196,0,0,0.2199999988,0,0,0,0,0,0,0,0,0,0,0,0,7.4899997711,0,0,0,0,2518274721
1537212171.6933,69771.7081713,69771.7081713,260,2018,2,55,1,34,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134,0.0001,0,7.5100002289,1.1200000048,0,0,0,0,0,0,8.5100002289,7.5900001526,0,0,0,0,0,0,8.5100002289,0,0,0.2300000042,0,0,0,0,0,0,0,0,0,0,0,0,7.5900001526,0,0,0,0,3867759382
1537212171.6933,69771.7081713,69771.7081713,260,2018,2,55,1,34,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134,0.0001,0,7.5100002289,1.1200000048,0,0,0,0,0,0,8.5100002289,7.5900001526,0,0,0,0,0,0,8.5100002289,0,0,0.2300000042,0,0,0,0,0,0,0,0,0,0,0,0,7.5900001526,0,0,0,0,3867759382
1537212172.6917,69772.706573,69772.706573,260,2018,2,55,1,35,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137,0.0001,0,7.5900001526,1.1599999666,0,0,0,0,0,0,8.6899995804,7.6799998283,0,0,0,0,0,0,8.6899995804,0,0,0.2300000042,0,0,0,0,0,0,0,0,0,0,0,0,7.6799998283,0,0,0,0,448493545
1537212172.6917,69772.706573,69772.706573,260,2018,2,55,1,35,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137,0.0001,0,7.5900001526,1.1599999666,0,0,0,0,0,0,8.6899995804,7.6799998283,0,0,0,0,0,0,8.6899995804,0,0,0.2300000042,0,0,0,0,0,0,0,0,0,0,0,0,7.6799998283,0,0,0,0,448493545
1537212173.6901,69773.7049748,69773.7049748,260,2018,2,55,1,36,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.00011,0,7.6799998283,1.2000000477,0,0,0,0,0,0,8.8699998856,7.7699999809,0,0,0,0,0,0,8.8699998856,0,0,0.2300000042,0,0,0,0,0,0,0,0,0,0,0,0,7.7699999809,0,0,0,0,864400
1537212173.6901,69773.7049748,69773.7049748,260,2018,2,55,1,36,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.00011,0,7.6799998283,1.2000000477,0,0,0,0,0,0,8.8699998856,7.7699999809,0,0,0,0,0,0,8.8699998856,0,0,0.2300000042,0,0,0,0,0,0,0,0,0,0,0,0,7.7699999809,0,0,0,0,864400
1537212174.6905,69774.7053853,69774.7053853,260,2018,2,55,1,37,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143,0.00011,0,7.7600002289,1.2400000095,0,0,0,0,0,0,9.0500001907,7.8600001335,0,0,0,0,0,0,9.0500001907,0,0,0.2399999946,0,0,0,0,0,0,0,0,0,0,0,0,7.8600001335,0,0,0,0,1153324321
1537212174.6905,69774.7053853,69774.7053853,260,2018,2,55,1,37,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143,0.00011,0,7.7600002289,1.2400000095,0,0,0,0,0,0,9.0500001907,7.8600001335,0,0,0,0,0,0,9.0500001907,0,0,0.2399999946,0,0,0,0,0,0,0,0,0,0,0,0,7.8600001335,0,0,0,0,1153324321
1537212175.6889,69775.7037871,69775.7037871,260,2018,2,55,1,38,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146,0.00012,0,7.8499999046,1.2799999714,0,0,0,0,0,0,9.2299995422,7.9499998093,0,0,0,0,0,0,9.2299995422,0,0,0.2399999946,0,0,0,0,0,0,0,0,0,0,0,0,7.9499998093,0,0,0,0,705695171
1537212175.6889,69775.7037871,69775.7037871,260,2018,2,55,1,38,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146,0.00012,0,7.8499999046,1.2799999714,0,0,0,0,0,0,9.2299995422,7.9499998093,0,0,0,0,0,0,9.2299995422,0,0,0.2399999946,0,0,0,0,0,0,0,0,0,0,0,0,7.9499998093,0,0,0,0,705695171
1537212176.6855,69776.7003956,69776.7003956,260,2018,2,55,1,39,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.00012,0,7.9299998283,1.3099999428,0,0,0,0,0,0,9.4099998474,8.0399999619,0,0,0,0,0,0,9.4099998474,0,0,0.2399999946,0,0,0,0,0,0,0,0,0,0,0,0,8.0399999619,0,0,0,0,3131111190
1537212176.6855,69776.7003956,69776.7003956,260,2018,2,55,1,39,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.00012,0,7.9299998283,1.3099999428,0,0,0,0,0,0,9.4099998474,8.0399999619,0,0,0,0,0,0,9.4099998474,0,0,0.2399999946,0,0,0,0,0,0,0,0,0,0,0,0,8.0399999619,0,0,0,0,3131111190
1537212177.7001,69777.7150312,69777.7150312,260,2018,2,55,1,40,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153,0.00013,0,8.029999733,1.3600000143,0,0,0,0,0,0,9.6099996567,8.1400003433,0,0,0,0,0,0,9.6099996567,0,0,0.2399999946,0,0,0,0,0,0,0,0,0,0,0,0,8.1400003433,0,0,0,0,2780091035
1537212177.7002,69777.7150312,69777.7150312,260,2018,2,55,1,40,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153,0.00013,0,8.029999733,1.3600000143,0,0,0,0,0,0,9.6099996567,8.1400003433,0,0,0,0,0,0,9.6099996567,0,0,0.2399999946,0,0,0,0,0,0,0,0,0,0,0,0,8.1400003433,0,0,0,0,2780091035
1537212178.6985,69778.7134329,69778.7134329,260,2018,2,55,1,41,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157,0.00013,0,8.1099996567,1.3999999762,0,0,0,0,0,0,9.7899999619,8.2299995422,0,0,0,0,0,0,9.7899999619,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,8.2299995422,0,0,0,0,1157561518
1537212178.6986,69778.7134329,69778.7134329,260,2018,2,55,1,41,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157,0.00013,0,8.1099996567,1.3999999762,0,0,0,0,0,0,9.7899999619,8.2299995422,0,0,0,0,0,0,9.7899999619,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,8.2299995422,0,0,0,0,1157561518
1537212179.6969,69779.7118347,69779.7118347,260,2018,2,55,1,42,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0.00014,0,8.1899995804,1.4400000572,0,0,0,0,0,0,9.970000267,8.3199996948,0,0,0,0,0,0,9.970000267,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,8.3199996948,0,0,0,0,3518805081
1537212179.697,69779.7118347,69779.7118347,260,2018,2,55,1,42,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0.00014,0,8.1899995804,1.4400000572,0,0,0,0,0,0,9.970000267,8.3199996948,0,0,0,0,0,0,9.970000267,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,8.3199996948,0,0,0,0,3518805081
1537212180.6955,69780.7102364,69780.7102364,260,2018,2,55,1,43,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164,0.00015,0,8.279999733,1.4900000095,0,0,0,0,0,0,10.220000267,8.4099998474,0,0,0,0,0,0,10.220000267,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,8.4099998474,0,0,0,0,3381646637
1537212180.6955,69780.7102364,69780.7102364,260,2018,2,55,1,43,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164,0.00015,0,8.279999733,1.4900000095,0,0,0,0,0,0,10.220000267,8.4099998474,0,0,0,0,0,0,10.220000267,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,8.4099998474,0,0,0,0,3381646637
1537212181.6938,69781.7086382,69781.7086382,260,2018,2,55,1,44,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167,0.00015,0,8.3599996567,1.5499999523,0,0,0,0,0,0,10.4899997711,8.5,0,0,0,0,0,0,10.4899997711,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,4257445727
1537212181.6938,69781.7086382,69781.7086382,260,2018,2,55,1,44,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167,0.00015,0,8.3599996567,1.5499999523,0,0,0,0,0,0,10.4899997711,8.5,0,0,0,0,0,0,10.4899997711,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,4257445727
1537212182.6922,69782.7070399,69782.7070399,260,2018,2,55,1,45,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171,0.00016,0,8.4399995804,1.6000000238,0,0,0,0,0,0,10.7600002289,8.5900001526,0,0,0,0,0,0,10.7600002289,0,0,0.2599999905,0,0,0,0,0,0,0,0,0,0,0,0,8.5900001526,0,0,0,0,4120654284
1537212182.6922,69782.7070399,69782.7070399,260,2018,2,55,1,45,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171,0.00016,0,8.4399995804,1.6000000238,0,0,0,0,0,0,10.7600002289,8.5900001526,0,0,0,0,0,0,10.7600002289,0,0,0.2599999905,0,0,0,0,0,0,0,0,0,0,0,0,8.5900001526,0,0,0,0,4120654284
1537212183.6905,69783.7054417,69783.7054417,260,2018,2,55,1,46,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174,0.00017,0,8.5200004578,1.6599999666,0,0,0,0,0,0,11.029999733,8.6800003052,0,0,0,0,0,0,11.029999733,0,0,0.2599999905,0,0,0,0,0,0,0,0,0,0,0,0,8.6800003052,0,0,0,0,2187287067
1537212183.6906,69783.7054417,69783.7054417,260,2018,2,55,1,46,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174,0.00017,0,8.5200004578,1.6599999666,0,0,0,0,0,0,11.029999733,8.6800003052,0,0,0,0,0,0,11.029999733,0,0,0.2599999905,0,0,0,0,0,0,0,0,0,0,0,0,8.6800003052,0,0,0,0,2187287067
1537212184.698,69784.7128569,69784.7128569,260,2018,2,55,1,47,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178,0.00017,0,8.6099996567,1.7200000286,0,0,0,0,0,0,11.3299999237,8.779999733,0,0,0,0,0,0,11.3299999237,0,0,0.2599999905,0,0,0,0,0,0,0,0,0,0,0,0,8.779999733,0,0,0,0,1803343354
1537212184.698,69784.7128569,69784.7128569,260,2018,2,55,1,47,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178,0.00017,0,8.6099996567,1.7200000286,0,0,0,0,0,0,11.3299999237,8.779999733,0,0,0,0,0,0,11.3299999237,0,0,0.2599999905,0,0,0,0,0,0,0,0,0,0,0,0,8.779999733,0,0,0,0,1803343354
1537212185.6965,69785.7112587,69785.7112587,260,2018,2,55,1,48,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182,0.00018,0,8.6899995804,1.7799999714,0,0,0,0,0,0,11.6000003815,8.8699998856,0,0,0,0,0,0,11.6000003815,0,0,0.2700000107,0,0,0,0,0,0,0,0,0,0,0,0,8.8699998856,0,0,0,0,1666649544
1537212185.6965,69785.7112587,69785.7112587,260,2018,2,55,1,48,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182,0.00018,0,8.6899995804,1.7799999714,0,0,0,0,0,0,11.6000003815,8.8699998856,0,0,0,0,0,0,11.6000003815,0,0,0.2700000107,0,0,0,0,0,0,0,0,0,0,0,0,8.8699998856,0,0,0,0,1666649544
1537212186.6948,69786.7096605,69786.7096605,260,2018,2,55,1,49,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185,0.00019,0,8.7700004578,1.8400000334,0,0,0,0,0,0,11.8699998856,8.9600000381,0,0,0,0,0,0,11.8699998856,0,0,0.2700000107,0,0,0,0,0,0,0,0,0,0,0,0,8.9600000381,0,0,0,0,4028249622
1537212186.6948,69786.7096605,69786.7096605,260,2018,2,55,1,49,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185,0.00019,0,8.7700004578,1.8400000334,0,0,0,0,0,0,11.8699998856,8.9600000381,0,0,0,0,0,0,11.8699998856,0,0,0.2700000107,0,0,0,0,0,0,0,0,0,0,0,0,8.9600000381,0,0,0,0,4028249622
1537212187.6932,69787.7080622,69787.7080622,260,2018,2,55,1,50,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189,0.0002,0,8.8500003815,1.8999999762,0,0,0,0,0,0,12.1400003433,9.0500001907,0,0,0,0,0,0,12.1400003433,0,0,0.2700000107,0,0,0,0,0,0,0,0,0,0,0,0,9.0500001907,0,0,0,0,3891206519
1537212187.6932,69787.7080622,69787.7080622,260,2018,2,55,1,50,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189,0.0002,0,8.8500003815,1.8999999762,0,0,0,0,0,0,12.1400003433,9.0500001907,0,0,0,0,0,0,12.1400003433,0,0,0.2700000107,0,0,0,0,0,0,0,0,0,0,0,0,9.0500001907,0,0,0,0,3891206519
1537212188.6916,69788.706464,69788.706464,260,2018,2,55,1,51,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193,0.00021,0,8.9300003052,1.9600000381,0,0,0,0,0,0,12.4099998474,9.1400003433,0,0,0,0,0,0,12.4099998474,0,0,0.2700000107,0,0,0,0,0,0,0,0,0,0,0,0,9.1400003433,0,0,0,0,3754177162
1537212188.6916,69788.706464,69788.706464,260,2018,2,55,1,51,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193,0.00021,0,8.9300003052,1.9600000381,0,0,0,0,0,0,12.4099998474,9.1400003433,0,0,0,0,0,0,12.4099998474,0,0,0.2700000107,0,0,0,0,0,0,0,0,0,0,0,0,9.1400003433,0,0,0,0,3754177162
1537212189.69,69789.7048657,69789.7048657,260,2018,2,55,1,52,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197,0.00021,0,9.0100002289,2.0299999714,0,0,0,0,0,0,12.6800003052,9.2299995422,0,0,0,0,0,0,12.6800003052,0,0,0.2800000012,0,0,0,0,0,0,0,0,0,0,0,0,9.2299995422,0,0,0,0,3434538891
1537212189.69,69789.7048657,69789.7048657,260,2018,2,55,1,52,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197,0.00021,0,9.0100002289,2.0299999714,0,0,0,0,0,0,12.6800003052,9.2299995422,0,0,0,0,0,0,12.6800003052,0,0,0.2800000012,0,0,0,0,0,0,0,0,0,0,0,0,9.2299995422,0,0,0,0,3434538891
1537212190.6884,69790.7032675,69790.7032675,260,2018,2,55,1,53,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201,0.00022,0,9.0900001526,2.0999999046,0,0,0,0,0,0,12.9799995422,9.3299999237,0,0,0,0,0,0,12.9799995422,0,0,0.2800000012,0,0,0,0,0,0,0,0,0,0,0,0,9.3299999237,0,0,0,0,3999675279
1537212190.6884,69790.7032675,69790.7032675,260,2018,2,55,1,53,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201,0.00022,0,9.0900001526,2.0999999046,0,0,0,0,0,0,12.9799995422,9.3299999237,0,0,0,0,0,0,12.9799995422,0,0,0.2800000012,0,0,0,0,0,0,0,0,0,0,0,0,9.3299999237,0,0,0,0,3999675279
1537212191.6868,69791.7016692,69791.7016692,260,2018,2,55,1,54,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205,0.00023,0,9.1700000763,2.1600000858,0,0,0,0,0,0,13.25,9.4200000763,0,0,0,0,0,0,13.25,0,0,0.2800000012,0,0,0,0,0,0,0,0,0,0,0,0,9.4200000763,0,0,0,0,269704803
1537212191.6868,69791.7016692,69791.7016692,260,2018,2,55,1,54,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205,0.00023,0,9.1700000763,2.1600000858,0,0,0,0,0,0,13.25,9.4200000763,0,0,0,0,0,0,13.25,0,0,0.2800000012,0,0,0,0,0,0,0,0,0,0,0,0,9.4200000763,0,0,0,0,269704803
1537212192.686,69792.7009073,69792.7009073,260,2018,2,55,1,55,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208,0.00024,0,9.25,2.2200000286,0,0,0,0,0,0,13.5200004578,9.5100002289,0,0,0,0,0,0,13.5200004578,0,0,0.2899999917,0,0,0,0,0,0,0,0,0,0,0,0,9.5100002289,0,0,0,0,2199305822
1537212192.686,69792.7009073,69792.7009073,260,2018,2,55,1,55,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208,0.00024,0,9.25,2.2200000286,0,0,0,0,0,0,13.5200004578,9.5100002289,0,0,0,0,0,0,13.5200004578,0,0,0.2899999917,0,0,0,0,0,0,0,0,0,0,0,0,9.5100002289,0,0,0,0,2199305822
1537212193.6973,69793.7121245,69793.7121245,260,2018,2,55,1,56,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212,0.00025,0,9.3199996948,2.2899999619,0,0,0,0,0,0,13.7899999619,9.6000003815,0,0,0,0,0,0,13.7899999619,0,0,0.2899999917,0,0,0,0,0,0,0,0,0,0,0,0,9.6000003815,0,0,0,0,986604786
1537212193.6973,69793.7121245,69793.7121245,260,2018,2,55,1,56,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212,0.00025,0,9.3199996948,2.2899999619,0,0,0,0,0,0,13.7899999619,9.6000003815,0,0,0,0,0,0,13.7899999619,0,0,0.2899999917,0,0,0,0,0,0,0,0,0,0,0,0,9.6000003815,0,0,0,0,986604786
1537212194.6956,69794.7105263,69794.7105263,260,2018,2,55,1,57,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216,0.00026,0,9.3999996185,2.3499999046,0,0,0,0,0,0,14.0600004196,9.6899995804,0,0,0,0,0,0,14.0600004196,0,0,0.2899999917,0,0,0,0,0,0,0,0,0,0,0,0,9.6899995804,0,0,0,0,2956198500
1537212194.6957,69794.7105263,69794.7105263,260,2018,2,55,1,57,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216,0.00026,0,9.3999996185,2.3499999046,0,0,0,0,0,0,14.0600004196,9.6899995804,0,0,0,0,0,0,14.0600004196,0,0,0.2899999917,0,0,0,0,0,0,0,0,0,0,0,0,9.6899995804,0,0,0,0,2956198500
1537212195.694,69795.708928,69795.708928,260,2018,2,55,1,58,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,0.00027,0,9.4799995422,2.4200000763,0,0,0,0,0,0,14.3299999237,9.779999733,0,0,0,0,0,0,14.3299999237,0,0,0.2899999917,0,0,0,0,0,0,0,0,0,0,0,0,9.779999733,0,0,0,0,630853119
1537212195.6941,69795.708928,69795.708928,260,2018,2,55,1,58,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,0.00027,0,9.4799995422,2.4200000763,0,0,0,0,0,0,14.3299999237,9.779999733,0,0,0,0,0,0,14.3299999237,0,0,0.2899999917,0,0,0,0,0,0,0,0,0,0,0,0,9.779999733,0,0,0,0,630853119
1537212196.6989,69796.713731,69796.713731,260,2018,2,55,1,59,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225,0.00028,0,9.5600004196,2.5,0,0,0,0,0,0,14.6300001144,9.8800001144,0,0,0,0,0,0,14.6300001144,0,0,0.3000000119,0,0,0,0,0,0,0,0,0,0,0,0,9.8800001144,0,0,0,0,2231409662
1537212196.6989,69796.713731,69796.713731,260,2018,2,55,1,59,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225,0.00028,0,9.5600004196,2.5,0,0,0,0,0,0,14.6300001144,9.8800001144,0,0,0,0,0,0,14.6300001144,0,0,0.3000000119,0,0,0,0,0,0,0,0,0,0,0,0,9.8800001144,0,0,0,0,2231409662
1537212197.6956,69797.7105336,69797.7105336,260,2018,2,55,1,60,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229,0.00029,0,9.6300001144,2.5599999428,0,0,0,0,0,0,14.8999996185,9.970000267,0,0,0,0,0,0,14.8999996185,0,0,0.3000000119,0,0,0,0,0,0,0,0,0,0,0,0,9.970000267,0,0,0,0,3981200517
1537212197.6957,69797.7105336,69797.7105336,260,2018,2,55,1,60,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229,0.00029,0,9.6300001144,2.5599999428,0,0,0,0,0,0,14.8999996185,9.970000267,0,0,0,0,0,0,14.8999996185,0,0,0.3000000119,0,0,0,0,0,0,0,0,0,0,0,0,9.970000267,0,0,0,0,3981200517
1537212198.694,69798.7089353,69798.7089353,260,2018,2,55,1,61,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233,0.0003,0,9.7100000381,2.6300001144,0,0,0,0,0,0,15.1700000763,10.0600004196,0,0,0,0,0,0,15.1700000763,0,0,0.3000000119,0,0,0,0,0,0,0,0,0,0,0,0,10.0600004196,0,0,0,0,1655855137
1537212198.6941,69798.7089353,69798.7089353,260,2018,2,55,1,61,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233,0.0003,0,9.7100000381,2.6300001144,0,0,0,0,0,0,15.1700000763,10.0600004196,0,0,0,0,0,0,15.1700000763,0,0,0.3000000119,0,0,0,0,0,0,0,0,0,0,0,0,10.0600004196,0,0,0,0,1655855137
1537212199.6925,69799.7073371,69799.7073371,260,2018,2,55,1,62,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0.00031,0,9.779999733,2.7000000477,0,0,0,0,0,0,15.4399995804,10.1499996185,0,0,0,0,0,0,15.4399995804,0,0,0.3000000119,0,0,0,0,0,0,0,0,0,0,0,0,10.1499996185,0,0,0,0,3625480308
1537212199.6925,69799.7073371,69799.7073371,260,2018,2,55,1,62,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0.00031,0,9.779999733,2.7000000477,0,0,0,0,0,0,15.4399995804,10.1499996185,0,0,0,0,0,0,15.4399995804,0,0,0.3000000119,0,0,0,0,0,0,0,0,0,0,0,0,10.1499996185,0,0,0,0,3625480308
1537212200.6908,69800.7057388,69800.7057388,260,2018,2,55,1,63,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241,0.00032,0,9.8599996567,2.7699999809,0,0,0,0,0,0,15.7100000381,10.2399997711,0,0,0,0,0,0,15.7100000381,0,0,0.3100000024,0,0,0,0,0,0,0,0,0,0,0,0,10.2399997711,0,0,0,0,1300470470
1537212200.6909,69800.7057388,69800.7057388,260,2018,2,55,1,63,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241,0.00032,0,9.8599996567,2.7699999809,0,0,0,0,0,0,15.7100000381,10.2399997711,0,0,0,0,0,0,15.7100000381,0,0,0.3100000024,0,0,0,0,0,0,0,0,0,0,0,0,10.2399997711,0,0,0,0,1300470470
1537212201.6893,69801.7041406,69801.7041406,260,2018,2,55,1,64,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245,0.00034,0,9.9300003052,2.8399999142,0,0,0,0,0,0,15.9799995422,10.3299999237,0,0,0,0,0,0,15.9799995422,0,0,0.3100000024,0,0,0,0,0,0,0,0,0,0,0,0,10.3299999237,0,0,0,0,1865512487
1537212201.6893,69801.7041406,69801.7041406,260,2018,2,55,1,64,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245,0.00034,0,9.9300003052,2.8399999142,0,0,0,0,0,0,15.9799995422,10.3299999237,0,0,0,0,0,0,15.9799995422,0,0,0.3100000024,0,0,0,0,0,0,0,0,0,0,0,0,10.3299999237,0,0,0,0,1865512487
1537212202.6876,69802.7025423,69802.7025423,260,2018,2,55,1,65,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249,0.00035,0,10,2.9200000763,0,0,0,0,0,0,16.25,10.4200000763,0,0,0,0,0,0,16.25,0,0,0.3100000024,0,0,0,0,0,0,0,0,0,0,0,0,10.4200000763,0,0,0,0,3834903718
1537212202.6877,69802.7025423,69802.7025423,260,2018,2,55,1,65,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249,0.00035,0,10,2.9200000763,0,0,0,0,0,0,16.25,10.4200000763,0,0,0,0,0,0,16.25,0,0,0.3100000024,0,0,0,0,0,0,0,0,0,0,0,0,10.4200000763,0,0,0,0,3834903718
1537212203.6861,69803.7009441,69803.7009441,260,2018,2,55,1,66,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254,0.00036,0,10.0799999237,3,0,0,0,0,0,0,16.5499992371,10.5200004578,0,0,0,0,0,0,16.5499992371,0,0,0.3199999928,0,0,0,0,0,0,0,0,0,0,0,0,10.5200004578,0,0,0,0,260404163
